,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Monthly Income,Debt-to-Income Ratio,Credit Utilization Ratio
6652,Fully Paid,285340.0,Short Term,716.0,1732743.0,0-1 year,Rent,Other,31622.65,21.1,14.0,0.0,461700.0,797918.0,0.0,0.0,144395.25,0.2190006250205599,0.5786308868831133
6653,Fully Paid,239954.0,Short Term,736.0,707484.0,4-6 years,Rent,Debt Consolidation,8430.87,10.5,14.0,0.0,197923.0,488642.0,0.0,0.0,58957.0,0.14300032226877216,0.4050470487596236
6656,Charged Off,363792.0,Short Term,720.0,935845.0,10+ years,Rent,Debt Consolidation,20198.52,23.4,15.0,0.0,145293.0,263274.0,0.0,0.0,77987.08333333333,0.25899827428687444,0.5518699149935049
6657,Charged Off,330660.0,Long Term,675.0,1789572.0,0-1 year,Home Mortgage,Debt Consolidation,18641.47,10.0,10.0,1.0,168663.0,359656.0,1.0,0.0,149131.0,0.1250006370238247,0.46895644727183755
6658,Charged Off,177320.0,Short Term,704.0,1665407.0,2-3 years,Rent,Other,25397.3,33.5,21.0,0.0,388550.0,587356.0,0.0,0.0,138783.91666666666,0.18299887054635894,0.6615238458447688
6661,Fully Paid,541926.0,Long Term,684.0,2246484.0,10+ years,Rent,Debt Consolidation,17934.48,25.7,8.0,0.0,482885.0,652432.0,0.0,0.0,187207.0,0.09580026387902162,0.740130772249062
6663,Fully Paid,109956.0,Long Term,737.0,410191.0,0-1 year,Rent,Debt Consolidation,5431.72,20.3,6.0,0.0,43624.0,167244.0,0.0,0.0,34182.583333333336,0.1589031451202001,0.26084044868575257
6666,Fully Paid,183260.0,Long Term,698.0,744800.0,10+ years,Rent,Debt Consolidation,11525.78,32.2,13.0,0.0,167086.0,280368.0,0.0,0.0,62066.666666666664,0.1857,0.5959524624778862
6667,Fully Paid,130702.0,Short Term,733.0,1335643.0,2-3 years,Rent,Other,24152.99,14.8,8.0,0.0,595479.0,795278.0,0.0,0.0,111303.58333333333,0.2170010100004268,0.7487683552166664
6668,Fully Paid,541596.0,Long Term,680.0,1216114.0,10+ years,Home Mortgage,Debt Consolidation,23653.29,16.8,8.0,0.0,347548.0,567578.0,0.0,0.0,101342.83333333333,0.2333987438677624,0.61233522088594
6671,Fully Paid,572528.0,Long Term,653.0,1234943.0,10+ years,Home Mortgage,Debt Consolidation,40958.87,19.0,15.0,0.0,1030047.0,1633808.0,0.0,0.0,102911.91666666667,0.39799929227502806,0.630457801651112
6672,Fully Paid,308440.0,Short Term,691.0,1617261.0,10+ years,Rent,Debt Consolidation,24636.16,24.3,11.0,0.0,468179.0,616726.0,0.0,0.0,134771.75,0.18279914002749093,0.7591361479814375
6674,Fully Paid,261734.0,Short Term,741.0,1280885.0,2-3 years,Own Home,Debt Consolidation,18359.51,31.6,13.0,0.0,145711.0,198506.0,0.0,0.0,106740.41666666667,0.17200148334940293,0.7340382658458686
6675,Fully Paid,387838.0,Long Term,725.0,1581731.0,10+ years,Rent,Debt Consolidation,28602.98,20.6,14.0,0.0,388683.0,1032218.0,0.0,0.0,131810.91666666666,0.21700008408509414,0.37655127114621134
6678,Fully Paid,217492.0,Short Term,744.0,1488555.0,10+ years,Home Mortgage,Debt Consolidation,36469.55,32.6,16.0,0.0,283746.0,776710.0,0.0,0.0,124046.25,0.2939996170783075,0.36531781488586473
6679,Fully Paid,265012.0,Short Term,733.0,4657658.099999993,4-6 years,Rent,Debt Consolidation,12525.18,10.0,6.0,0.0,64923.0,112684.0,0.0,0.0,388138.1749999994,0.032269899759280365,0.576151006354052
6680,Charged Off,520080.0,Short Term,738.0,2807250.0,2-3 years,Rent,Debt Consolidation,47723.25,13.1,16.0,0.0,802807.0,1094874.0,0.0,0.0,233937.5,0.204,0.7332414506144086
6682,Fully Paid,528462.0,Long Term,706.0,1146954.0,0-1 year,Home Mortgage,Debt Consolidation,35268.75,17.4,13.0,1.0,160417.0,511698.0,1.0,0.0,95579.5,0.36899910545671405,0.3134993687682969
6683,Fully Paid,533390.0,Short Term,746.0,1439535.0,2-3 years,Home Mortgage,Debt Consolidation,14155.38,24.0,9.0,0.0,434530.0,1079716.0,0.0,0.0,119961.25,0.11799960403880419,0.4024484216219821
6684,Charged Off,64922.0,Short Term,736.0,560709.0,10+ years,Rent,Debt Consolidation,7195.68,14.7,11.0,0.0,178068.0,217492.0,0.0,0.0,46725.75,0.1539981701738335,0.8040318383845896
6687,Fully Paid,265958.0,Long Term,670.0,1435545.0,10+ years,Rent,Debt Consolidation,22849.02,17.0,19.0,0.0,418741.0,567072.0,0.0,0.0,119628.75,0.19099940440738536,0.7384265137407595
6688,Fully Paid,652476.0,Short Term,739.0,1458535.0,10+ years,Home Mortgage,Debt Consolidation,30386.13,26.5,13.0,0.0,737713.0,2053370.0,0.0,0.0,121544.58333333333,0.2499998697322999,0.3592693961633802
6690,Charged Off,134288.0,Short Term,746.0,676514.0,0-1 year,Rent,Debt Consolidation,5778.47,11.2,8.0,0.0,88426.0,781616.0,0.0,0.0,56376.166666666664,0.1024984553165197,0.11313227978956418
6692,Fully Paid,399058.0,Short Term,746.0,2871945.0,4-6 years,Home Mortgage,Debt Consolidation,41403.85,12.3,12.0,0.0,553527.0,989076.0,0.0,0.0,239328.75,0.1729999007641163,0.5596405129636145
6694,Fully Paid,347864.0,Long Term,727.0,1444380.0,0-1 year,Home Mortgage,Debt Consolidation,20943.51,14.0,9.0,0.0,220590.0,341000.0,0.0,0.0,120365.0,0.174,0.646891495601173
6695,Fully Paid,323840.0,Long Term,719.0,1211915.0,7-9 years,Home Mortgage,Debt Consolidation,15653.72,15.1,9.0,1.0,84170.0,196482.0,1.0,0.0,100992.91666666667,0.15499819706827622,0.42838529738093056
6696,Fully Paid,89144.0,Long Term,692.0,369512.0,0-1 year,Rent,Other,7430.14,14.0,6.0,0.0,237747.0,282942.0,0.0,0.0,30792.666666666668,0.24129576306046893,0.8040318383845896
6699,Charged Off,91124.0,Short Term,698.0,689472.0,4-6 years,Own Home,Other,11721.1,11.8,12.0,0.0,81149.0,97658.0,0.0,0.0,57456.0,0.20400132275132277,0.8040318383845896
6700,Fully Paid,117876.0,Short Term,744.0,504184.0,2-3 years,Home Mortgage,Debt Consolidation,5672.07,21.1,7.0,1.0,67868.0,125730.0,1.0,0.0,42015.333333333336,0.13499999999999998,0.5397916169569713
6701,Charged Off,334950.0,Short Term,730.0,964250.0,2-3 years,Rent,Debt Consolidation,12535.25,11.3,12.0,0.0,196764.0,371052.0,0.0,0.0,80354.16666666667,0.156,0.5302868600627405
6702,Fully Paid,133958.0,Short Term,736.0,944775.0,2-3 years,Home Mortgage,Debt Consolidation,15746.44,22.0,24.0,0.0,51243.0,638088.0,0.0,0.0,78731.25,0.20000241327300153,0.08030710497611615
6703,Fully Paid,133738.0,Short Term,744.0,1443810.0,7-9 years,Home Mortgage,Big Purchase,22018.15,19.3,9.0,0.0,335825.0,660198.0,0.0,0.0,120317.5,0.18300039478878802,0.5086731556290689
6705,Fully Paid,448976.0,Short Term,720.0,2714264.0,10+ years,Rent,Debt Consolidation,43880.5,21.2,41.0,0.0,637184.0,1397352.0,0.0,0.0,226188.66666666666,0.19399955199641597,0.45599390847832183
6706,Fully Paid,305426.0,Short Term,716.0,1534744.0,10+ years,Home Mortgage,Debt Consolidation,23532.83,15.5,13.0,0.0,223744.0,319858.0,0.0,0.0,127895.33333333333,0.18400069327523028,0.6995104077434362
6707,Fully Paid,758296.0,Long Term,693.0,2185247.0,10+ years,Home Mortgage,Debt Consolidation,59550.04699999999,32.4,24.0,0.0,535477.0,1377838.0,0.0,0.0,182103.91666666666,0.32701134654343417,0.3886356741503718
6708,Fully Paid,391160.0,Long Term,690.0,844569.0,4-6 years,Rent,Debt Consolidation,21395.71,11.4,16.0,0.0,115843.0,817850.0,0.0,0.0,70380.75,0.30399946007963824,0.141643333129547
6709,Fully Paid,62304.0,Short Term,722.0,999172.0,10+ years,Rent,Debt Consolidation,8184.82,18.7,4.0,1.0,46474.0,79134.0,1.0,0.0,83264.33333333333,0.09829923176390051,0.5872823312356257
6711,Fully Paid,105468.0,Short Term,750.0,1138518.0,2-3 years,Home Mortgage,Debt Consolidation,16603.34,11.1,9.0,0.0,98059.0,467258.0,0.0,0.0,94876.5,0.1749994993491539,0.20986050533110187
6713,Fully Paid,176792.0,Short Term,699.0,1679524.0,0-1 year,Rent,Debt Consolidation,17914.91,12.9,6.0,0.0,406220.0,519156.0,0.0,0.0,139960.33333333334,0.12799990949816734,0.7824623042014346
6714,Fully Paid,437514.0,Long Term,717.0,1069871.0,7-9 years,Home Mortgage,Debt Consolidation,28262.5,31.8,23.0,0.0,465158.0,1844546.0,0.0,0.0,89155.91666666667,0.3170008346800689,0.25218021128234264
6716,Charged Off,180356.0,Short Term,738.0,1265514.0,2-3 years,Home Mortgage,Debt Consolidation,17822.57,8.3,7.0,0.0,114323.0,153208.0,0.0,0.0,105459.5,0.16899918926222862,0.7461947156806433
6719,Fully Paid,236192.0,Short Term,743.0,890112.0,2-3 years,Rent,Debt Consolidation,11274.79,21.8,10.0,0.0,216087.0,588742.0,0.0,0.0,74176.0,0.152000512295082,0.3670317388601459
6720,Charged Off,303754.0,Long Term,676.0,732982.0,0-1 year,Home Mortgage,Debt Consolidation,12032.89,9.9,11.0,0.0,318288.0,632148.0,0.0,0.0,61081.833333333336,0.19699621545958834,0.5035023443877067
6723,Fully Paid,438988.0,Long Term,691.0,2369547.0,2-3 years,Rent,Debt Consolidation,31791.18,19.0,15.0,0.0,142481.0,338074.0,0.0,0.0,197462.25,0.1609987731832287,0.42144915018605394
6724,Fully Paid,476300.0,Short Term,731.0,2767293.0,10+ years,Rent,Debt Consolidation,21515.6,15.1,11.0,1.0,303202.0,389664.0,0.0,0.0,230607.75,0.09329955302889863,0.7781113985382279
6725,Fully Paid,257400.0,Short Term,721.0,796575.0,7-9 years,Home Mortgage,Debt Consolidation,13740.99,15.7,11.0,0.0,191159.0,274626.0,0.0,0.0,66381.25,0.20700107334525938,0.6960702919607029
6726,Charged Off,170852.0,Short Term,728.0,866039.0,10+ years,Rent,Debt Consolidation,20640.46,10.5,15.0,0.0,335008.0,460152.0,0.0,0.0,72169.91666666667,0.2859981132489414,0.7280376918931136
6727,Charged Off,195910.0,Short Term,717.0,590995.0,10+ years,Rent,Debt Consolidation,8126.3,22.6,9.0,0.0,249299.0,357698.0,0.0,0.0,49249.583333333336,0.1650024111879119,0.6969538549279001
6729,Charged Off,313698.0,Short Term,722.0,1599173.0,2-3 years,Home Mortgage,Debt Consolidation,6170.25,23.1,12.0,0.0,216676.0,265760.0,0.0,0.0,133264.41666666666,0.046300806729478304,0.8040318383845896
6730,Fully Paid,26708.0,Short Term,747.0,1441112.0,0-1 year,Rent,Other,11408.74,16.0,5.0,0.0,66804.0,244794.0,0.0,0.0,120092.66666666667,0.09499947262946946,0.2728988455599402
6734,Fully Paid,44616.0,Short Term,661.0,790058.0,4-6 years,Rent,Other,1371.4029,7.6,6.0,0.0,43890.0,129316.0,0.0,0.0,65838.16666666667,0.020829907171372227,0.33940115685607347
6735,Charged Off,412500.0,Short Term,703.0,1377158.0,0-1 year,Home Mortgage,Debt Consolidation,30297.59,16.6,21.0,1.0,255132.0,642224.0,1.0,0.0,114763.16666666667,0.2640009933500731,0.3972632601709061
6736,Fully Paid,645744.0,Short Term,737.0,1635881.0,4-6 years,Home Mortgage,Debt Consolidation,11382.9,16.7,4.0,0.0,557973.0,882596.0,0.0,0.0,136323.41666666666,0.08349922763330585,0.632195251281447
6738,Fully Paid,540980.0,Short Term,733.0,1102608.0,2-3 years,Home Mortgage,Debt Consolidation,12128.84,16.7,9.0,0.0,539828.0,945626.0,0.0,0.0,91884.0,0.13200165425971877,0.5708683982885412
6739,Fully Paid,651420.0,Short Term,732.0,1640897.0,10+ years,Home Mortgage,Debt Consolidation,30219.69,23.4,11.0,0.0,430635.0,549164.0,0.0,0.0,136741.41666666666,0.22099880735963318,0.7841646575522067
6740,Fully Paid,269258.0,Short Term,721.0,1162686.0,7-9 years,Home Mortgage,Debt Consolidation,15793.18,16.9,14.0,0.0,253403.0,857956.0,0.0,0.0,96890.5,0.16300029414648495,0.2953566383357655
6741,Fully Paid,443520.0,Long Term,691.0,957600.0,4-6 years,Rent,Big Purchase,3503.22,16.0,10.0,0.0,14611.0,211508.0,0.0,0.0,79800.0,0.043899999999999995,0.0690801293568092
6742,Fully Paid,751982.0,Long Term,679.0,4657658.099999993,0-1 year,Rent,Debt Consolidation,39371.42,15.8,10.0,0.0,415340.0,660616.0,0.0,0.0,388138.1749999994,0.10143660823880583,0.6287162284897732
6743,Fully Paid,211860.0,Short Term,736.0,3194565.0,2-3 years,Rent,Other,26887.66,10.0,10.0,0.0,31635.0,196944.0,0.0,0.0,266213.75,0.10100026764207333,0.1606294174993907
6744,Fully Paid,336314.0,Short Term,690.0,1839485.0,0-1 year,Home Mortgage,Other,40928.28,11.9,16.0,1.0,251959.0,405746.0,0.0,0.0,153290.41666666666,0.26699829571863865,0.6209771630527473
6746,Fully Paid,175054.0,Short Term,739.0,604713.0,2-3 years,Own Home,Debt Consolidation,12850.27,14.2,14.0,1.0,181431.0,387596.0,1.0,0.0,50392.75,0.2550023564897728,0.46809306597591305
6748,Fully Paid,211860.0,Short Term,703.0,535971.0,2-3 years,Rent,Debt Consolidation,6342.2,21.8,7.0,0.0,273619.0,336666.0,0.0,0.0,44664.25,0.14199723492502392,0.8040318383845896
6751,Fully Paid,299244.0,Long Term,704.0,2102274.0,10+ years,Home Mortgage,Debt Consolidation,45899.63,30.1,15.0,0.0,629698.0,920590.0,0.0,0.0,175189.5,0.2619998915460116,0.684015685592935
6752,Charged Off,448756.0,Short Term,707.0,1912198.0,10+ years,Rent,Debt Consolidation,13640.29,19.9,10.0,3.0,41819.0,233904.0,0.0,3.0,159349.83333333334,0.08559965024542437,0.17878702373623367
6753,Fully Paid,171710.0,Short Term,747.0,528295.0,0-1 year,Rent,Debt Consolidation,6603.64,9.6,11.0,0.0,173584.0,322124.0,0.0,0.0,44024.583333333336,0.1499989210573638,0.5388732289428916
6755,Fully Paid,235422.0,Short Term,708.0,1000350.0,10+ years,Home Mortgage,Debt Consolidation,17756.26,14.9,18.0,0.0,197866.0,491656.0,0.0,0.0,83362.5,0.21300056980056978,0.4024480531103048
6756,Charged Off,296450.0,Short Term,738.0,1713097.0,10+ years,Home Mortgage,Debt Consolidation,17787.61,16.4,3.0,0.0,26068.0,37026.0,0.0,0.0,142758.08333333334,0.12459966948748377,0.7040458056500837
6758,Charged Off,236082.0,Short Term,734.0,594890.0,4-6 years,Rent,Debt Consolidation,12542.28,13.6,6.0,0.0,64980.0,88924.0,0.0,0.0,49574.166666666664,0.2530003193867774,0.7307363591381404
6759,Fully Paid,753368.0,Short Term,721.0,2788440.0,2-3 years,Home Mortgage,Debt Consolidation,51353.77,20.6,10.0,0.0,854734.0,1344684.0,0.0,0.0,232370.0,0.22099999999999997,0.635639302616823
6761,Fully Paid,32186.0,Short Term,717.0,1167683.0,7-9 years,Rent,Debt Consolidation,27440.37,18.4,16.0,0.0,100966.0,231946.0,0.0,0.0,97306.91666666667,0.28199814504450266,0.43529959559552656
6762,Fully Paid,262570.0,Short Term,715.0,1133844.0,10+ years,Own Home,Debt Consolidation,21070.62,29.9,7.0,0.0,156655.0,199122.0,0.0,0.0,94487.0,0.22300020108586366,0.786728739164934
6765,Fully Paid,269918.0,Long Term,667.0,1262664.0,0-1 year,Rent,Big Purchase,20623.55,7.0,6.0,0.0,165224.0,249744.0,0.0,0.0,105222.0,0.1960003611412062,0.6615734512140432
6768,Fully Paid,776930.0,Long Term,701.0,3546635.0,10+ years,Home Mortgage,Debt Consolidation,39308.53,13.7,15.0,0.0,479199.0,763202.0,0.0,0.0,295552.9166666667,0.13299997321404655,0.6278796439212686
6769,Charged Off,175604.0,Short Term,735.0,682423.0,0-1 year,Rent,Debt Consolidation,16378.19,8.4,9.0,0.0,105811.0,193248.0,0.0,0.0,56868.583333333336,0.2880006682072556,0.5475399486669978
6770,Fully Paid,260326.0,Short Term,730.0,812212.0,10+ years,Rent,Debt Consolidation,18342.6,11.5,8.0,0.0,125647.0,182314.0,0.0,0.0,67684.33333333333,0.27100215214746887,0.6891791085709271
6771,Fully Paid,334158.0,Long Term,710.0,1731546.0,7-9 years,Home Mortgage,Debt Consolidation,20489.98,15.9,9.0,0.0,246278.0,792132.0,0.0,0.0,144295.5,0.14200013167423794,0.31090525316487655
6772,Fully Paid,397782.0,Short Term,744.0,2786483.0,2-3 years,Home Mortgage,Debt Consolidation,25078.29,19.6,15.0,0.0,344394.0,781902.0,0.0,0.0,232206.91666666666,0.10799975452927581,0.4404567324293837
6773,Fully Paid,149248.0,Short Term,706.0,1611295.0,2-3 years,Home Mortgage,Debt Consolidation,14232.9,14.0,6.0,1.0,302974.0,553344.0,1.0,0.0,134274.58333333334,0.105998467071517,0.5475328186444599
6774,Fully Paid,91938.0,Short Term,716.0,1002060.0,10+ years,Rent,Other,13945.43,19.4,6.0,3.0,109744.0,249634.0,0.0,0.0,83505.0,0.16700113765642777,0.43961960309893683
6778,Fully Paid,757306.0,Long Term,660.0,1793904.0,10+ years,Home Mortgage,Debt Consolidation,45445.53,22.5,13.0,0.0,1640974.8999999955,2363526.0,0.0,0.0,149492.0,0.30399974580579564,0.6942910295888411
6780,Fully Paid,218834.0,Long Term,745.0,1096167.0,10+ years,Rent,Debt Consolidation,20461.67,18.6,8.0,0.0,133361.0,557436.0,0.0,0.0,91347.25,0.2239987520149758,0.2392400203790211
6781,Charged Off,683650.0,Short Term,688.0,1368000.0,10+ years,Own Home,Debt Consolidation,29868.0,26.7,20.0,0.0,517199.0,897842.0,0.0,0.0,114000.0,0.262,0.576046787742164
6783,Charged Off,438548.0,Long Term,730.0,862961.0,4-6 years,Rent,Debt Consolidation,20854.59,12.1,9.0,0.0,412699.0,644028.0,0.0,0.0,71913.41666666667,0.2899958167286818,0.640809095256728
6784,Fully Paid,300718.0,Short Term,705.0,510644.0,0-1 year,Rent,Business Loan,6596.04,11.7,14.0,0.0,2872.040000000002,58322.0,0.0,0.0,42553.666666666664,0.1550052091084983,0.049244538938993894
6789,Fully Paid,701954.0,Short Term,710.0,1856604.0,10+ years,Home Mortgage,Big Purchase,37905.57,15.3,5.0,0.0,31426.0,65802.0,0.0,0.0,154717.0,0.24499938597568463,0.4775842679553813
6792,Charged Off,133540.0,Short Term,713.0,768892.0,10+ years,Own Home,Debt Consolidation,4517.25,20.9,11.0,0.0,89243.0,222706.0,0.0,0.0,64074.333333333336,0.07050014826529603,0.4007211300997728
6793,Charged Off,262988.0,Short Term,734.0,1287098.0,10+ years,Rent,Debt Consolidation,12656.47,17.3,5.0,1.0,115748.0,197098.0,1.0,0.0,107258.16666666667,0.1180000590475628,0.5872611594232311
6794,Fully Paid,215842.0,Short Term,742.0,1360780.0,10+ years,Rent,Debt Consolidation,24380.8,17.4,16.0,0.0,490181.0,775368.0,0.0,0.0,113398.33333333333,0.2150013962580285,0.6321914239432115
6795,Fully Paid,289146.0,Short Term,740.0,1093507.0,10+ years,Rent,Debt Consolidation,11937.32,16.2,6.0,0.0,335046.0,565532.0,0.0,0.0,91125.58333333333,0.13099855785102427,0.5924439289023433
6796,Charged Off,44132.0,Short Term,730.0,628748.0,10+ years,Home Mortgage,Debt Consolidation,4191.78,20.3,5.0,0.0,36081.0,52976.0,0.0,0.0,52395.666666666664,0.08000241750271969,0.6810819993959529
6798,Fully Paid,43142.0,Short Term,717.0,1248186.0,10+ years,Rent,Other,19242.82,23.0,8.0,0.0,426246.0,500566.0,0.0,0.0,104015.5,0.18499954333729107,0.8040318383845896
6799,Fully Paid,394724.0,Short Term,741.0,1231048.0,4-6 years,Rent,Debt Consolidation,19286.33,14.1,14.0,0.0,319181.0,509058.0,0.0,0.0,102587.33333333333,0.18799913569576493,0.6270032098503511
6800,Fully Paid,185658.0,Short Term,744.0,763572.0,4-6 years,Own Home,Debt Consolidation,12280.65,19.0,13.0,0.0,428621.0,998558.0,0.0,0.0,63631.0,0.192997909823828,0.4292399640281286
6801,Charged Off,393184.0,Long Term,710.0,716870.0,7-9 years,Rent,Debt Consolidation,21267.27,12.0,8.0,0.0,122341.0,351516.0,0.0,0.0,59739.166666666664,0.356002120328651,0.34803821163190296
6802,Fully Paid,107404.0,Short Term,713.0,1062879.0,10+ years,Home Mortgage,Big Purchase,9831.55,20.0,7.0,1.0,37278.0,237160.0,1.0,0.0,88573.25,0.11099908832519975,0.15718502276943835
6803,Fully Paid,118272.0,Long Term,706.0,1310468.0,0-1 year,Home Mortgage,Other,11848.78,30.1,9.0,0.0,87267.0,196196.0,0.0,0.0,109205.66666666667,0.10849968102998318,0.4447950009174499
6804,Fully Paid,189134.0,Short Term,703.0,716775.0,0-1 year,Home Mortgage,Debt Consolidation,9079.34,9.7,5.0,0.0,118712.0,178068.0,0.0,0.0,59731.25,0.15200318091451293,0.6666666666666666
6805,Fully Paid,90024.0,Short Term,685.0,376960.0,4-6 years,Home Mortgage,Debt Consolidation,7759.22,9.3,8.0,0.0,125191.0,222662.0,0.0,0.0,31413.333333333332,0.24700403225806453,0.5622468135559727
6806,Charged Off,479248.0,Long Term,719.0,1994259.0,10+ years,Home Mortgage,Big Purchase,19610.28,20.0,10.0,0.0,74176.0,161150.0,0.0,0.0,166188.25,0.11800040014862663,0.4602916537387527
6807,Fully Paid,109428.0,Short Term,736.0,510340.0,10+ years,Home Mortgage,Debt Consolidation,8420.42,16.7,18.0,1.0,135622.0,516538.0,0.0,1.0,42528.333333333336,0.19799553239017126,0.2625595793533099
6808,Fully Paid,157828.0,Short Term,746.0,911259.0,0-1 year,Rent,Big Purchase,9264.4,16.4,8.0,0.0,25061.0,371998.0,0.0,0.0,75938.25,0.12199912428848439,0.06736864176689122
6811,Fully Paid,436700.0,Long Term,656.0,2095225.0,7-9 years,Home Mortgage,Debt Consolidation,23746.01,12.0,13.0,0.0,54967.0,220242.0,0.0,0.0,174602.08333333334,0.13600072545907957,0.24957546698631505
6812,Fully Paid,218240.0,Short Term,740.0,1225120.0,10+ years,Home Mortgage,Debt Consolidation,9382.39,19.7,20.0,1.0,157377.0,650804.0,1.0,0.0,102093.33333333333,0.09190012406947891,0.24181934960448923
6814,Fully Paid,53262.0,Short Term,730.0,498294.0,0-1 year,Home Mortgage,Debt Consolidation,8757.67,16.3,6.0,1.0,146091.0,222002.0,1.0,0.0,41524.5,0.21090368336765042,0.6580616390843326
6823,Fully Paid,305932.0,Long Term,672.0,1161546.0,10+ years,Own Home,Debt Consolidation,20423.86,24.0,19.0,0.0,535040.0,853314.0,0.0,0.0,96795.5,0.2110000981450584,0.6270142057906
6824,Fully Paid,98010.0,Long Term,742.0,846450.0,10+ years,Home Mortgage,Debt Consolidation,4888.32,15.9,10.0,0.0,146756.0,790350.0,0.0,0.0,70537.5,0.0693010101010101,0.18568482317960397
6826,Charged Off,394020.0,Short Term,735.0,907440.0,10+ years,Rent,Debt Consolidation,14216.56,9.9,12.0,0.0,280535.0,471438.0,0.0,0.0,75620.0,0.188,0.5950623411774189
6827,Charged Off,300520.0,Short Term,734.0,889846.0,7-9 years,Home Mortgage,Debt Consolidation,17648.53,15.3,12.0,1.0,226822.0,390830.0,1.0,0.0,74153.83333333333,0.23799888969552035,0.580359747204667
6831,Fully Paid,254716.0,Short Term,745.0,424441.0,7-9 years,Rent,Debt Consolidation,2698.76,17.8,4.0,0.0,98515.0,283756.0,0.0,0.0,35370.083333333336,0.07630064013608487,0.3471820860175644
6834,Fully Paid,399718.0,Short Term,748.0,1150716.0,7-9 years,Home Mortgage,Debt Consolidation,7633.06,13.8,6.0,0.0,274930.0,606364.0,0.0,0.0,95893.0,0.07959976223499109,0.4534075241933888
6836,Fully Paid,387574.0,Long Term,710.0,2789295.0,4-6 years,Rent,Debt Consolidation,35331.07,13.8,12.0,0.0,326553.0,491040.0,0.0,0.0,232441.25,0.152,0.6650232160312806
6838,Fully Paid,433092.0,Long Term,669.0,3272807.0,10+ years,Rent,Debt Consolidation,38237.12,19.8,5.0,0.0,357181.0,623810.0,0.0,0.0,272733.9166666667,0.1401993579211973,0.5725797919238229
